path	records	elections	subject	sensitivity	public	note
rawData.biografija.rows[].answer[].Specialybė	2089	5	candidate	mixed	ship	the questionnaire / biography rows as published, prompt by prompt; normalized.anketa and normalized.biografija classify each field
rawData.biografija.rows[].answer[].baigimo-metai	13214	6	candidate	mixed	ship	the questionnaire / biography rows as published, prompt by prompt; normalized.anketa and normalized.biografija classify each field
rawData.biografija.rows[].answer[].darbo-pabaiga	11693	6	candidate	mixed	ship	the questionnaire / biography rows as published, prompt by prompt; normalized.anketa and normalized.biografija classify each field
rawData.biografija.rows[].answer[].darbo-pradzia	11693	6	candidate	mixed	ship	the questionnaire / biography rows as published, prompt by prompt; normalized.anketa and normalized.biografija classify each field
rawData.biografija.rows[].answer[].darboviete	11693	6	candidate	mixed	ship	the questionnaire / biography rows as published, prompt by prompt; normalized.anketa and normalized.biografija classify each field
rawData.biografija.rows[].answer[].issilavinimas	13214	6	candidate	mixed	ship	the questionnaire / biography rows as published, prompt by prompt; normalized.anketa and normalized.biografija classify each field
rawData.biografija.rows[].answer[].mokymo-istaigos-pavadinimas	13214	6	candidate	mixed	ship	the questionnaire / biography rows as published, prompt by prompt; normalized.anketa and normalized.biografija classify each field
rawData.biografija.rows[].answer[].pareigos	11693	6	candidate	mixed	ship	the questionnaire / biography rows as published, prompt by prompt; normalized.anketa and normalized.biografija classify each field
rawData.biografija.rows[].answer[].specialybe	13214	6	candidate	mixed	ship	the questionnaire / biography rows as published, prompt by prompt; normalized.anketa and normalized.biografija classify each field
rawData.biografija.rows[].prompt	17666	11	candidate	mixed	ship	the questionnaire / biography rows as published, prompt by prompt; normalized.anketa and normalized.biografija classify each field
rawData.biografija.rows[].questionNumber	17666	11	candidate	mixed	ship	the questionnaire / biography rows as published, prompt by prompt; normalized.anketa and normalized.biografija classify each field
rawData.biografija.rows[].rowIndex	17666	11	candidate	mixed	ship	the questionnaire / biography rows as published, prompt by prompt; normalized.anketa and normalized.biografija classify each field
rawData.biografija.sourceUrl	22	2	candidate	mixed	ship	the questionnaire / biography rows as published, prompt by prompt; normalized.anketa and normalized.biografija classify each field
rawData.biografija.text	21576	31	candidate	mixed	ship	the questionnaire / biography rows as published, prompt by prompt; normalized.anketa and normalized.biografija classify each field
rawData.biography	597	2	none	technical	ship	an empty section: the key exists and holds nothing on this record
rawData.biography.birthDate	925	6	candidate	mixed	ship	the questionnaire / biography rows as published, prompt by prompt; normalized.anketa and normalized.biografija classify each field
rawData.biography.birthPlace	925	6	candidate	mixed	ship	the questionnaire / biography rows as published, prompt by prompt; normalized.anketa and normalized.biografija classify each field
rawData.biography.birthYear	925	6	candidate	mixed	ship	the questionnaire / biography rows as published, prompt by prompt; normalized.anketa and normalized.biografija classify each field
rawData.biography.text	1624	7	candidate	mixed	ship	the questionnaire / biography rows as published, prompt by prompt; normalized.anketa and normalized.biografija classify each field
rawData.candidacies[].apygardaName	2221	7	candidate	public-record	ship	the archive card's candidacies and results
rawData.candidacies[].apygardaNumber	2221	7	candidate	public-record	ship	the archive card's candidacies and results
rawData.candidacies[].apygardaUrl	2221	7	candidate	public-record	ship	the archive card's candidacies and results
rawData.candidacies[].electedNote	1271	1	candidate	public-record	ship	the archive card's candidacies and results
rawData.candidacies[].isMultiMember	1271	1	candidate	public-record	ship	the archive card's candidacies and results
rawData.candidacies[].listNumber	2221	7	candidate	public-record	ship	the archive card's candidacies and results
rawData.candidacies[].memberListNumber	1271	1	candidate	public-record	ship	the archive card's candidacies and results
rawData.candidacies[].memberParty	1271	1	candidate	public-record	ship	the archive card's candidacies and results
rawData.candidacies[].memberPartyUrl	1271	1	candidate	public-record	ship	the archive card's candidacies and results
rawData.candidacies[].nominator	2221	7	candidate	public-record	ship	the archive card's candidacies and results
rawData.candidacies[].nominatorUrl	2221	7	candidate	public-record	ship	the archive card's candidacies and results
rawData.candidacy.listName	9879	1	candidate	political	ship	the 1997 municipal card's list and nominator
rawData.candidacy.listNumber	6386	2	candidate	public-record	ship	the 1997 municipal card's municipality and list numbers
rawData.candidacy.listPosition	9879	1	candidate	public-record	ship	the 1997 municipal card's municipality and list numbers
rawData.candidacy.listUrl	9879	1	candidate	public-record	ship	the 1997 municipal card's municipality and list numbers
rawData.candidacy.memberListNumber	9879	1	candidate	public-record	ship	the 1997 municipal card's municipality and list numbers
rawData.candidacy.memberParty	9879	1	candidate	political	ship	the 1997 municipal card's list and nominator
rawData.candidacy.municipalityName	16265	3	candidate	public-record	ship	the 1997 municipal card's municipality and list numbers
rawData.candidacy.municipalityNumber	16265	3	candidate	public-record	ship	the 1997 municipal card's municipality and list numbers
rawData.candidacy.municipalityUrl	16265	3	candidate	public-record	ship	the 1997 municipal card's municipality and list numbers
rawData.candidacy.nominator	6386	2	candidate	political	ship	the 1997 municipal card's list and nominator
rawData.candidacy.nominatorUrl	6386	2	candidate	public-record	ship	the 1997 municipal card's municipality and list numbers
rawData.declaration	832	4	none	technical	ship	an empty section: the key exists and holds nothing on this record
rawData.declaration.darboviete	15875	9	candidate	mixed	ship	the declaration extract as published, family counts included; see normalized.turto-ir-pajamu-deklaracijos
rawData.declaration.gautos-pajamos	17654	10	candidate	mixed	ship	the declaration extract as published, family counts included; see normalized.turto-ir-pajamu-deklaracijos
rawData.declaration.gautos-pajamos-darbo-santykiu	17654	10	candidate	mixed	ship	the declaration extract as published, family counts included; see normalized.turto-ir-pajamu-deklaracijos
rawData.declaration.islaikytiniu-skaicius	17651	10	candidate	mixed	ship	the declaration extract as published, family counts included; see normalized.turto-ir-pajamu-deklaracijos
rawData.declaration.israsa-isdave	16734	4	candidate	mixed	ship	the declaration extract as published, family counts included; see normalized.turto-ir-pajamu-deklaracijos
rawData.declaration.israso-data	17654	10	candidate	mixed	ship	the declaration extract as published, family counts included; see normalized.turto-ir-pajamu-deklaracijos
rawData.declaration.kalendoriniais-metais-isigytas-turtas	17654	10	candidate	mixed	ship	the declaration extract as published, family counts included; see normalized.turto-ir-pajamu-deklaracijos
rawData.declaration.mokesciu-nepriemoka	17654	10	candidate	mixed	ship	the declaration extract as published, family counts included; see normalized.turto-ir-pajamu-deklaracijos
rawData.declaration.nepagrindines-darbovietes	2909	8	candidate	mixed	ship	the declaration extract as published, family counts included; see normalized.turto-ir-pajamu-deklaracijos
rawData.declaration.pareigos	15397	9	candidate	mixed	ship	the declaration extract as published, family counts included; see normalized.turto-ir-pajamu-deklaracijos
rawData.declaration.pareigos-nepagrindinese-darbovietese	2827	7	candidate	mixed	ship	the declaration extract as published, family counts included; see normalized.turto-ir-pajamu-deklaracijos
rawData.declaration.pinigines-lesos	17654	10	candidate	mixed	ship	the declaration extract as published, family counts included; see normalized.turto-ir-pajamu-deklaracijos
rawData.declaration.privaloma-sumoketi-mokesciu-ir-sankciju	17654	10	candidate	mixed	ship	the declaration extract as published, family counts included; see normalized.turto-ir-pajamu-deklaracijos
rawData.declaration.privalomas-registruoti-turtas	17654	10	candidate	mixed	ship	the declaration extract as published, family counts included; see normalized.turto-ir-pajamu-deklaracijos
rawData.declaration.seimos-nariu-iki-18-metu	17651	10	candidate	mixed	ship	the declaration extract as published, family counts included; see normalized.turto-ir-pajamu-deklaracijos
rawData.declaration.seimos-nariu-skaicius	17651	10	candidate	mixed	ship	the declaration extract as published, family counts included; see normalized.turto-ir-pajamu-deklaracijos
rawData.declaration.sumoketas-pajamu-mokestis	17654	10	candidate	mixed	ship	the declaration extract as published, family counts included; see normalized.turto-ir-pajamu-deklaracijos
rawData.declaration.sumoketas-pajamu-mokestis-darbo-santykiu	17654	10	candidate	mixed	ship	the declaration extract as published, family counts included; see normalized.turto-ir-pajamu-deklaracijos
rawData.declaration.turtas-ir-pinigines-lesos-metu-pabaigoje	17654	10	candidate	mixed	ship	the declaration extract as published, family counts included; see normalized.turto-ir-pajamu-deklaracijos
rawData.declaration.turtas-ir-pinigines-lesos-metu-pradzioje	17654	10	candidate	mixed	ship	the declaration extract as published, family counts included; see normalized.turto-ir-pajamu-deklaracijos
rawData.declaration.valiuta	17654	10	candidate	mixed	ship	the declaration extract as published, family counts included; see normalized.turto-ir-pajamu-deklaracijos
rawData.deklaracija.found	10138	1	candidate	mixed	ship	the 2003/2004 declaration form as published, prompt by prompt; see normalized.turto-ir-pajamu-deklaracijos
rawData.deklaracija.items[]	3	1	candidate	mixed	ship	the 2003/2004 declaration form as published, prompt by prompt; see normalized.turto-ir-pajamu-deklaracijos
rawData.deklaracija.items[].periods.pabaigoje	10135	1	candidate	mixed	ship	the 2003/2004 declaration form as published, prompt by prompt; see normalized.turto-ir-pajamu-deklaracijos
rawData.deklaracija.items[].periods.pradzioje	10135	1	candidate	mixed	ship	the 2003/2004 declaration form as published, prompt by prompt; see normalized.turto-ir-pajamu-deklaracijos
rawData.deklaracija.items[].prompt	10135	1	candidate	mixed	ship	the 2003/2004 declaration form as published, prompt by prompt; see normalized.turto-ir-pajamu-deklaracijos
rawData.deklaracija.items[].value	10135	1	candidate	mixed	ship	the 2003/2004 declaration form as published, prompt by prompt; see normalized.turto-ir-pajamu-deklaracijos
rawData.kita.links[]	67871	35	candidate	biographical	ship	
rawData.kita.texts[]	67871	35	candidate	biographical	ship	
rawData.nuotrauka.pageUrl	5	1	none	technical	ship	
rawData.nuotrauka.photoUrl	5	1	none	technical	ship	
rawData.nuotrauka.thumbnailUrl	5	1	none	technical	ship	
rawData.patiketiniai.entries[]	9	1	third-party	identifying	ship	
rawData.patiketiniai.records[]	1	1	third-party	identifying	ship	
rawData.patiketiniai.records[].name	6	1	third-party	identifying	ship	
rawData.patiketiniai.records[].number	6	1	third-party	identifying	ship	
rawData.personal.aboutSelf	7336	8	candidate	biographical	ship	
rawData.personal.academicDegree	7336	8	candidate	biographical	ship	
rawData.personal.academicTitle	7336	8	candidate	biographical	ship	
rawData.personal.birthDate	6386	2	candidate	identifying	ship	
rawData.personal.birthPlace	7336	8	candidate	identifying	ship	
rawData.personal.education	7336	8	candidate	biographical	ship	
rawData.personal.familyMembers[]	2016	7	family	identifying	ship	family members by name and relation (the 1997 municipal card)
rawData.personal.familyMembers[].name	5320	8	family	identifying	ship	family members by name and relation (the 1997 municipal card)
rawData.personal.familyMembers[].relation	5320	8	family	identifying	ship	family members by name and relation (the 1997 municipal card)
rawData.personal.familyStatus	7336	8	candidate	family	ship	
rawData.personal.foreignLanguages[]	7336	8	candidate	biographical	ship	
rawData.personal.mainWorkplace	7336	8	candidate	biographical	ship	
rawData.personal.nationality	7336	8	candidate	ethnic	ship	
rawData.personal.previouslyElected[]	7336	8	candidate	biographical	ship	
rawData.personal.publicActivity	7336	8	candidate	biographical	ship	
rawData.personal.residence	6386	2	candidate	contact	ship	
rawData.politinesKampanijosDalyvioDuomenys.campaigns[].auditor	1256	13	candidate	mixed	ship	the campaign pages as published: donors, reports, contracts; see normalized.politines-kampanijos-dalyvio-duomenys
rawData.politinesKampanijosDalyvioDuomenys.campaigns[].auditor.auditoriausAtaskaita[].documentType	483	2	third-party	organisation	ship	
rawData.politinesKampanijosDalyvioDuomenys.campaigns[].auditor.auditoriausAtaskaita[].rowNumber	483	2	third-party	organisation	ship	
rawData.politinesKampanijosDalyvioDuomenys.campaigns[].auditor.auditoriausAtaskaita[].status	483	2	third-party	organisation	ship	
rawData.politinesKampanijosDalyvioDuomenys.campaigns[].auditor.auditoriausAtaskaita[].urls[]	483	2	third-party	organisation	ship	
rawData.politinesKampanijosDalyvioDuomenys.campaigns[].auditor.companyCode	2111	17	third-party	organisation	ship	
